,trip_id,start_time,stop_time,bike_id,trip_dur,from_station_id,from_station_name,to_station_id,to_station_name,usertype
2276,64867214,2019-02-26 07:57:00,2019-02-26 07:58:00,70463,64,1061.0,33rd St and Penn Ave,1061.0,33rd St and Penn Ave,Customer
2277,64867304,2019-02-26 08:00:00,2019-02-26 08:23:00,70690,1413,1047.0,S 22nd St & E Carson St,1013.0,Isabella St & Federal St (PNC Park),Subscriber
2279,64867934,2019-02-26 08:20:00,2019-02-26 08:32:00,70548,728,1015.0,Federal St & E North Ave,1001.0,Forbes Ave & Market Square,Subscriber
2281,64868510,2019-02-26 08:40:00,2019-02-26 09:11:00,70686,1849,1004.0,First Ave & B St (T Station),1099.0,Forbes Ave & S Craig St,Subscriber
2282,64868675,2019-02-26 08:45:00,2019-02-26 08:50:00,70249,326,1003.0,First Ave & Smithfield St,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
2283,64868905,2019-02-26 08:52:00,2019-02-26 09:10:00,70537,1103,1022.0,Liberty Ave & S Millvale Ave (West Penn Hospital),1041.0,Fifth Ave & S Bouquet St,Customer
2284,64869482,2019-02-26 09:09:00,2019-02-26 09:19:00,70600,602,1029.0,Alder St & S Highland Ave,1023.0,Liberty Ave & Baum Blvd,Customer
2285,64869724,2019-02-26 09:16:00,2019-02-26 09:21:00,70626,321,1038.0,Boulevard of the Allies & Parkview Ave,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
2286,64869895,2019-02-26 09:21:00,2019-02-26 09:29:00,70123,467,1023.0,Liberty Ave & Baum Blvd,1033.0,Ivy St & Walnut St   ,Subscriber
2287,64870086,2019-02-26 09:26:00,2019-02-26 09:32:00,70593,316,1047.0,S 22nd St & E Carson St,1045.0,S 27th St & Sidney St. (Southside Works),Customer
2288,64870230,2019-02-26 09:31:00,2019-02-26 10:33:00,70347,3708,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
2289,64870773,2019-02-26 09:45:00,2019-02-26 09:52:00,70627,389,1046.0,S 25th St & E Carson St,1048.0,S 18th St & Sidney St,Subscriber
2290,64870793,2019-02-26 09:46:00,2019-02-26 09:52:00,70373,344,1062.0,S Winebiddle St & Penn Ave,1021.0,Taylor St & Liberty Ave,Subscriber
2292,64871091,2019-02-26 09:54:00,2019-02-26 09:55:00,70225,31,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
2293,64871309,2019-02-26 10:01:00,2019-02-26 10:12:00,70501,678,1032.0,Walnut St & College St,49271.0,S Craig St & 5th Ave,Subscriber
2294,64871558,2019-02-26 10:08:00,2019-02-26 10:17:00,70600,539,1023.0,Liberty Ave & Baum Blvd,1041.0,Fifth Ave & S Bouquet St,Subscriber
2295,64871710,2019-02-26 10:12:00,2019-02-26 10:12:00,70621,6,1000.0,Liberty Ave & Stanwix St,49711.0,First Ave & Stanwix St,Customer
2296,64871921,2019-02-26 10:17:00,2019-02-26 10:26:00,70670,553,49431.0,Penn Ave & Negley Ave,1028.0,Penn Ave & Putnam St (Bakery Square),Subscriber
2297,64871936,2019-02-26 10:18:00,2019-02-26 10:20:00,70422,164,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
2298,64872282,2019-02-26 10:27:00,2019-02-26 10:43:00,70091,922,1002.0,Third Ave & Wood St,1015.0,Federal St & E North Ave,Customer
2299,64872481,2019-02-26 10:33:00,2019-02-26 10:43:00,70511,610,1070.0,Hobart St & Wightman St,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
2300,64872857,2019-02-26 10:42:00,2019-02-26 10:44:00,70550,140,1020.0,42nd & Penn Ave.,1019.0,42nd St & Butler St,Subscriber
2302,64873555,2019-02-26 10:57:00,2019-02-26 11:22:00,70271,1466,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Customer
2303,64873565,2019-02-26 10:58:00,2019-02-26 11:48:00,70060,3047,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
2304,64875359,2019-02-26 11:36:00,2019-02-26 11:46:00,70117,605,1015.0,Federal St & E North Ave,1002.0,Third Ave & Wood St,Customer
2305,64875389,2019-02-26 11:37:00,2019-02-26 11:56:00,70367,1157,1000.0,Liberty Ave & Stanwix St,1017.0,21st St & Penn Ave,Subscriber
2306,64875457,2019-02-26 11:39:00,2019-02-26 12:36:00,70572,3417,1000.0,Liberty Ave & Stanwix St,1017.0,21st St & Penn Ave,Customer
2307,64875477,2019-02-26 11:39:00,2019-02-26 11:48:00,70249,552,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),1016.0,17th St & Penn Ave,Subscriber
2308,64876182,2019-02-26 11:56:00,2019-02-26 12:02:00,70459,352,1026.0,Penn Ave & S Whitfield St,1028.0,Penn Ave & Putnam St (Bakery Square),Customer
2311,64876326,2019-02-26 11:59:00,2019-02-26 12:09:00,70600,625,1041.0,Fifth Ave & S Bouquet St,1024.0,S Negley Ave & Baum Blvd,Subscriber
2312,64876484,2019-02-26 12:02:00,2019-02-26 12:11:00,70280,541,1002.0,Third Ave & Wood St,1002.0,Third Ave & Wood St,Subscriber
2313,64876533,2019-02-26 12:03:00,2019-02-26 12:11:00,70150,453,1066.0,N Homewood Ave & Finance St (Homewood Station),49311.0,Hamilton Ave & N Dallas Ave,Subscriber
2314,64876874,2019-02-26 12:10:00,2019-02-26 12:25:00,70249,897,1016.0,17th St & Penn Ave,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
2315,64877894,2019-02-26 12:33:00,2019-02-26 12:45:00,70280,714,1002.0,Third Ave & Wood St,1002.0,Third Ave & Wood St,Subscriber
2316,64877964,2019-02-26 12:35:00,2019-02-26 12:51:00,70367,956,1017.0,21st St & Penn Ave,1000.0,Liberty Ave & Stanwix St,Subscriber
2317,64878275,2019-02-26 12:42:00,2019-02-26 12:48:00,70254,359,1038.0,Boulevard of the Allies & Parkview Ave,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
2319,64878838,2019-02-26 12:57:00,2019-02-26 13:05:00,70515,497,1013.0,Isabella St & Federal St (PNC Park),1014.0,Ridge Ave & Brighton Rd (CCAC),Subscriber
2320,64878939,2019-02-26 13:00:00,2019-02-26 13:07:00,70619,413,1060.0,Penn Ave and 29th St,1050.0,Healthy Ride Hub,Subscriber
2321,64879149,2019-02-26 13:06:00,2019-02-26 13:19:00,70280,780,1002.0,Third Ave & Wood St,1000.0,Liberty Ave & Stanwix St,Subscriber
2322,64879632,2019-02-26 13:19:00,2019-02-26 13:29:00,70416,614,1070.0,Hobart St & Wightman St,1037.0,Frew St & Schenley Dr,Customer
2323,64879728,2019-02-26 13:22:00,2019-02-26 13:35:00,70280,788,1000.0,Liberty Ave & Stanwix St,1002.0,Third Ave & Wood St,Subscriber
2325,64879964,2019-02-26 13:29:00,2019-02-26 13:30:00,70298,58,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
2326,64880274,2019-02-26 13:40:00,2019-02-26 13:44:00,70551,253,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Customer
2327,64880703,2019-02-26 13:56:00,2019-02-26 14:02:00,70515,385,1014.0,Ridge Ave & Brighton Rd (CCAC),1013.0,Isabella St & Federal St (PNC Park),Subscriber
2328,64880889,2019-02-26 14:03:00,2019-02-26 14:10:00,70583,419,1043.0,S Millvale Ave & Centre Ave,1040.0,O'Hara St and University Place (Soldiers and Sailors Memorial),Subscriber
2330,64881118,2019-02-26 14:11:00,2019-02-26 14:29:00,70459,1116,1028.0,Penn Ave & Putnam St (Bakery Square),1020.0,42nd & Penn Ave.,Customer
2331,64881150,2019-02-26 14:12:00,2019-02-26 14:18:00,70113,357,49311.0,Hamilton Ave & N Dallas Ave,1066.0,N Homewood Ave & Finance St (Homewood Station),Subscriber
2333,64881164,2019-02-26 14:13:00,2019-02-26 14:21:00,70501,508,49271.0,S Craig St & 5th Ave,1031.0,Maryland Ave & Ellsworth Ave,Subscriber
2334,64881326,2019-02-26 14:20:00,2019-02-26 14:21:00,70347,66,1051.0,Transit,1051.0,Transit,Customer
2335,64881697,2019-02-26 14:38:00,2019-02-26 15:20:00,70562,2499,49351.0,Penn Ave at The Village at Eastside,49431.0,Penn Ave & Negley Ave,Subscriber
2336,64881787,2019-02-26 14:42:00,2019-02-26 14:50:00,70450,468,1015.0,Federal St & E North Ave,49691.0,Liberty Ave & 6th St,Subscriber
2337,64881959,2019-02-26 14:52:00,2019-02-26 15:11:00,70254,1129,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),1045.0,S 27th St & Sidney St. (Southside Works),Subscriber
2338,64882036,2019-02-26 14:56:00,2019-02-26 15:05:00,70440,563,1005.0,Forbes Ave & Grant St,1015.0,Federal St & E North Ave,Subscriber
2339,64882417,2019-02-26 15:18:00,2019-02-26 15:24:00,70572,368,1017.0,21st St & Penn Ave,49661.0,Seventh Ave & Liberty Ave,Subscriber
2341,64882653,2019-02-26 15:33:00,2019-02-26 15:37:00,70080,273,1023.0,Liberty Ave & Baum Blvd,1023.0,Liberty Ave & Baum Blvd,Subscriber
2342,64882664,2019-02-26 15:33:00,2019-02-26 15:37:00,70650,202,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
2343,64882670,2019-02-26 15:34:00,2019-02-26 15:49:00,70551,897,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Customer
2344,64882674,2019-02-26 15:34:00,2019-02-26 15:53:00,70638,1165,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
2345,64882675,2019-02-26 15:34:00,2019-02-26 16:00:00,70617,1585,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
2348,64882721,2019-02-26 15:36:00,2019-02-26 15:49:00,70335,751,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),49611.0,24th St & Smallman St,Subscriber
2349,64882729,2019-02-26 15:37:00,2019-02-26 16:33:00,70001,3364,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
2350,64882823,2019-02-26 15:43:00,2019-02-26 16:47:00,70650,3811,1061.0,33rd St and Penn Ave,1050.0,Healthy Ride Hub,Customer
2351,64882968,2019-02-26 15:54:00,2019-02-26 15:55:00,70638,64,1061.0,33rd St and Penn Ave,1061.0,33rd St and Penn Ave,Customer
2352,64883154,2019-02-26 16:06:00,2019-02-26 16:17:00,70383,674,1049.0,S 12th St & E Carson St,1049.0,S 12th St & E Carson St,Subscriber
2353,64883207,2019-02-26 16:09:00,2019-02-26 16:39:00,70638,1783,1061.0,33rd St and Penn Ave,1061.0,33rd St and Penn Ave,Customer
2354,64883339,2019-02-26 16:19:00,2019-02-26 16:26:00,70459,435,1020.0,42nd & Penn Ave.,1060.0,Penn Ave and 29th St,Subscriber
2356,64883527,2019-02-26 16:34:00,2019-02-26 17:57:00,70665,5013,1041.0,Fifth Ave & S Bouquet St,1009.0,12th St & Penn Ave,Subscriber
2357,64883533,2019-02-26 16:34:00,2019-02-26 16:55:00,70035,1224,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),1045.0,S 27th St & Sidney St. (Southside Works),Subscriber
2358,64883541,2019-02-26 16:35:00,2019-02-26 16:44:00,70066,500,49731.0,Ross St & Fourth Ave,1000.0,Liberty Ave & Stanwix St,Subscriber
2359,64883542,2019-02-26 16:35:00,2019-02-26 16:39:00,70530,237,1020.0,42nd & Penn Ave.,1021.0,Taylor St & Liberty Ave,Subscriber
2360,64883561,2019-02-26 16:38:00,2019-02-26 16:48:00,70672,630,49691.0,Liberty Ave & 6th St,49611.0,24th St & Smallman St,Subscriber
2361,64883578,2019-02-26 16:39:00,2019-02-27 10:24:00,70441,63925,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Subscriber
2362,64883616,2019-02-26 16:42:00,2019-02-26 16:53:00,70583,627,1040.0,O'Hara St and University Place (Soldiers and Sailors Memorial),1023.0,Liberty Ave & Baum Blvd,Subscriber
2363,64883713,2019-02-26 16:51:00,2019-02-26 17:00:00,70530,513,1021.0,Taylor St & Liberty Ave,1024.0,S Negley Ave & Baum Blvd,Subscriber
2364,64883752,2019-02-26 16:54:00,2019-02-26 17:02:00,70652,455,49621.0,14th St & Penn Ave,1000.0,Liberty Ave & Stanwix St,Subscriber
2366,64883904,2019-02-26 17:07:00,2019-02-26 17:30:00,70626,1384,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),1004.0,First Ave & B St (T Station),Subscriber
2367,64884078,2019-02-26 17:23:00,2019-02-26 17:34:00,70679,664,49271.0,S Craig St & 5th Ave,1032.0,Walnut St & College St,Subscriber
2368,64884110,2019-02-26 17:27:00,2019-02-26 17:41:00,70003,857,1033.0,Ivy St & Walnut St   ,1097.0,Tennyson Ave & Fifth Ave,Subscriber
2369,64884176,2019-02-26 17:33:00,2019-02-26 17:48:00,70480,927,1003.0,First Ave & Smithfield St,1047.0,S 22nd St & E Carson St,Subscriber
2371,64884228,2019-02-26 17:39:00,2019-02-26 17:42:00,70194,153,49691.0,Liberty Ave & 6th St,49691.0,Liberty Ave & 6th St,Subscriber
2376,64884649,2019-02-26 18:42:00,2019-02-26 18:48:00,70530,388,1024.0,S Negley Ave & Baum Blvd,1033.0,Ivy St & Walnut St   ,Subscriber
2377,64884717,2019-02-26 18:56:00,2019-02-26 19:09:00,70025,774,49771.0,Fifth Ave & Jumonville St,1048.0,S 18th St & Sidney St,Subscriber
2378,64884732,2019-02-26 18:58:00,2019-02-26 19:06:00,70070,452,1060.0,Penn Ave and 29th St,1019.0,42nd St & Butler St,Subscriber
2379,64884833,2019-02-26 19:17:00,2019-02-26 19:24:00,70118,470,1054.0,Smithfield St & Fourth Ave,1049.0,S 12th St & E Carson St,Subscriber
2380,64884925,2019-02-26 19:38:00,2019-02-26 20:21:00,70540,2563,1039.0,Atwood St & Bates St,1039.0,Atwood St & Bates St,Customer
2381,64885061,2019-02-26 20:18:00,2019-02-26 20:26:00,70097,467,1007.0,Stevenson St & Forbes Ave,1002.0,Third Ave & Wood St,Subscriber
2382,64885109,2019-02-26 20:37:00,2019-02-26 20:42:00,70346,320,1033.0,Ivy St & Walnut St   ,1024.0,S Negley Ave & Baum Blvd,Subscriber
2384,64885231,2019-02-26 21:38:00,2019-02-26 21:52:00,70637,794,49301.0,Centre Ave & N Craig St,1062.0,S Winebiddle St & Penn Ave,Subscriber
2385,64885275,2019-02-26 22:01:00,2019-02-26 22:03:00,70024,148,1098.0,S Bellefield Ave & Filmore St,1098.0,S Bellefield Ave & Filmore St,Subscriber
2386,64885286,2019-02-26 22:05:00,2019-02-26 22:32:00,70345,1608,1035.0,Fifth Ave & S Dithridge St,1004.0,First Ave & B St (T Station),Subscriber
2387,64885351,2019-02-26 22:48:00,2019-02-26 22:57:00,70132,519,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),1002.0,Third Ave & Wood St,Customer
2388,64885352,2019-02-26 22:48:00,2019-02-26 22:57:00,70229,532,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),1002.0,Third Ave & Wood St,Customer
2389,64885353,2019-02-26 22:48:00,2019-02-26 22:57:00,70145,522,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),1002.0,Third Ave & Wood St,Customer
2391,64892778,2019-02-27 05:23:00,2019-02-27 05:34:00,70036,659,1088.0,Frazier St & Dawson St,1098.0,S Bellefield Ave & Filmore St,Customer
2392,64892983,2019-02-27 05:31:00,2019-02-27 05:51:00,70301,1143,49441.0,Roup Ave & Friendship Ave,1001.0,Forbes Ave & Market Square,Subscriber
2394,64893229,2019-02-27 05:41:00,2019-02-27 05:53:00,70501,741,1031.0,Maryland Ave & Ellsworth Ave,1020.0,42nd & Penn Ave.,Subscriber
2395,64895216,2019-02-27 06:50:00,2019-02-27 07:04:00,70399,811,1031.0,Maryland Ave & Ellsworth Ave,1020.0,42nd & Penn Ave.,Subscriber
2396,64896847,2019-02-27 07:43:00,2019-02-27 07:51:00,70548,501,1001.0,Forbes Ave & Market Square,1009.0,12th St & Penn Ave,Subscriber
2397,64897108,2019-02-27 07:51:00,2019-02-27 08:03:00,70661,718,49431.0,Penn Ave & Negley Ave,1028.0,Penn Ave & Putnam St (Bakery Square),Subscriber
2398,64897220,2019-02-27 07:55:00,2019-02-27 08:06:00,70608,701,49611.0,24th St & Smallman St,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
2400,64897416,2019-02-27 08:01:00,2019-02-27 08:10:00,70652,541,1000.0,Liberty Ave & Stanwix St,1004.0,First Ave & B St (T Station),Customer
2401,64897420,2019-02-27 08:01:00,2019-02-27 09:45:00,70562,6245,49431.0,Penn Ave & Negley Ave,49351.0,Penn Ave at The Village at Eastside,Customer
2402,64897562,2019-02-27 08:05:00,2019-02-27 08:08:00,70233,235,1047.0,S 22nd St & E Carson St,1047.0,S 22nd St & E Carson St,Subscriber
2403,64897563,2019-02-27 08:05:00,2019-02-27 08:11:00,70220,386,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
2404,64897585,2019-02-27 08:05:00,2019-02-27 08:27:00,70267,1289,1047.0,S 22nd St & E Carson St,1013.0,Isabella St & Federal St (PNC Park),Customer
2405,64898114,2019-02-27 08:20:00,2019-02-27 08:28:00,70364,527,1015.0,Federal St & E North Ave,1001.0,Forbes Ave & Market Square,Subscriber
2406,64898240,2019-02-27 08:23:00,2019-02-27 08:43:00,70577,1203,1093.0,S Bouquet Ave & Sennott St,1088.0,Frazier St & Dawson St,Customer
2408,64898396,2019-02-27 08:28:00,2019-02-27 08:32:00,70608,254,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),1004.0,First Ave & B St (T Station),Subscriber
2409,64898439,2019-02-27 08:30:00,2019-02-27 08:42:00,70501,766,1020.0,42nd & Penn Ave.,1059.0,Burns White Center at 3 Crossings,Subscriber
2410,64898487,2019-02-27 08:31:00,2019-02-27 08:42:00,70583,672,1023.0,Liberty Ave & Baum Blvd,1063.0,Penn Ave & N Atlantic Ave,Customer
2411,64898634,2019-02-27 08:35:00,2019-02-27 08:36:00,70488,94,1048.0,S 18th St & Sidney St,1048.0,S 18th St & Sidney St,Subscriber
2412,64898724,2019-02-27 08:37:00,2019-02-27 08:53:00,70191,937,1048.0,S 18th St & Sidney St,1001.0,Forbes Ave & Market Square,Subscriber
2413,64898733,2019-02-27 08:37:00,2019-02-27 08:57:00,70599,1209,1033.0,Ivy St & Walnut St   ,1021.0,Taylor St & Liberty Ave,Subscriber
2414,64899170,2019-02-27 08:49:00,2019-02-27 08:57:00,70369,447,1038.0,Boulevard of the Allies & Parkview Ave,1095.0,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
2416,64899216,2019-02-27 08:51:00,2019-02-27 08:59:00,70382,472,1008.0,Centre Ave & PPG Paints Arena,1005.0,Forbes Ave & Grant St,Customer
2418,64900259,2019-02-27 09:16:00,2019-02-27 09:27:00,70599,608,1021.0,Taylor St & Liberty Ave,1059.0,Burns White Center at 3 Crossings,Subscriber
2419,64900435,2019-02-27 09:21:00,2019-02-27 09:31:00,70251,567,49351.0,Penn Ave at The Village at Eastside,49431.0,Penn Ave & Negley Ave,Customer
2420,64900504,2019-02-27 09:23:00,2019-02-27 09:29:00,70666,362,1008.0,Centre Ave & PPG Paints Arena,1001.0,Forbes Ave & Market Square,Subscriber
2421,64901655,2019-02-27 09:53:00,2019-02-27 09:59:00,70276,338,1004.0,First Ave & B St (T Station),49711.0,First Ave & Stanwix St,Subscriber
2422,64902155,2019-02-27 10:05:00,2019-02-27 10:18:00,70039,741,49881.0,Arch St & Jacksonia St,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
2423,64902489,2019-02-27 10:13:00,2019-02-27 10:14:00,70632,27,1009.0,12th St & Penn Ave,1009.0,12th St & Penn Ave,Customer
2424,64902663,2019-02-27 10:18:00,2019-02-27 10:25:00,70249,442,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),1007.0,Stevenson St & Forbes Ave,Subscriber
2425,64903951,2019-02-27 10:47:00,2019-02-27 10:55:00,70574,443,1091.0,Semple St & Louisa St,4929.0,Ruskin Ave & Bigelow Blvd,Customer
2426,64904439,2019-02-27 11:00:00,2019-02-27 11:09:00,70007,543,1037.0,Frew St & Schenley Dr,1041.0,Fifth Ave & S Bouquet St,Customer
2427,64905488,2019-02-27 11:23:00,2019-02-27 11:23:00,70248,35,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
2428,64906151,2019-02-27 11:38:00,2019-02-27 12:00:00,70000,1288,1040.0,O'Hara St and University Place (Soldiers and Sailors Memorial),1040.0,O'Hara St and University Place (Soldiers and Sailors Memorial),Subscriber
2429,64906715,2019-02-27 11:51:00,2019-02-27 12:09:00,70558,1112,1028.0,Penn Ave & Putnam St (Bakery Square),49431.0,Penn Ave & Negley Ave,Subscriber
2431,64906929,2019-02-27 11:56:00,2019-02-27 12:13:00,70084,1000,1033.0,Ivy St & Walnut St   ,1033.0,Ivy St & Walnut St   ,Customer
2432,64908155,2019-02-27 12:23:00,2019-02-27 12:38:00,70050,901,1029.0,Alder St & S Highland Ave,1099.0,Forbes Ave & S Craig St,Customer
2433,64908199,2019-02-27 12:25:00,2019-02-27 12:33:00,70551,514,49621.0,14th St & Penn Ave,1000.0,Liberty Ave & Stanwix St,Subscriber
2434,64908357,2019-02-27 12:29:00,2019-02-27 12:34:00,70607,325,1046.0,S 25th St & E Carson St,1048.0,S 18th St & Sidney St,Subscriber
2436,64908769,2019-02-27 12:38:00,2019-02-27 13:00:00,70191,1320,1001.0,Forbes Ave & Market Square,1001.0,Forbes Ave & Market Square,Customer
2437,64908910,2019-02-27 12:41:00,2019-02-27 12:44:00,70607,175,1048.0,S 18th St & Sidney St,1047.0,S 22nd St & E Carson St,Subscriber
2438,64908947,2019-02-27 12:42:00,2019-02-27 12:54:00,70117,683,1002.0,Third Ave & Wood St,1001.0,Forbes Ave & Market Square,Subscriber
2439,64909095,2019-02-27 12:46:00,2019-02-27 12:53:00,70151,407,1013.0,Isabella St & Federal St (PNC Park),1056.0,Wood St & Sixth Ave,Subscriber
2441,64909418,2019-02-27 12:54:00,2019-02-27 13:06:00,70010,693,1001.0,Forbes Ave & Market Square,1002.0,Third Ave & Wood St,Subscriber
2442,64909672,2019-02-27 13:02:00,2019-02-27 13:09:00,70301,454,1001.0,Forbes Ave & Market Square,1012.0,North Shore Trail & Fort Duquesne Bridge,Subscriber
2443,64909702,2019-02-27 13:02:00,2019-02-27 13:08:00,70473,343,1094.0,O'Hara St & Desoto St,4929.0,Ruskin Ave & Bigelow Blvd,Subscriber
2444,64909947,2019-02-27 13:11:00,2019-02-27 13:33:00,70620,1323,1012.0,North Shore Trail & Fort Duquesne Bridge,1000.0,Liberty Ave & Stanwix St,Subscriber
2445,64909998,2019-02-27 13:12:00,2019-02-27 13:21:00,70318,525,1070.0,Hobart St & Wightman St,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
2446,64910245,2019-02-27 13:19:00,2019-02-27 13:38:00,70416,1147,1037.0,Frew St & Schenley Dr,1088.0,Frazier St & Dawson St,Subscriber
2447,64910286,2019-02-27 13:20:00,2019-02-27 13:31:00,70538,607,1002.0,Third Ave & Wood St,1002.0,Third Ave & Wood St,Subscriber
2448,64910288,2019-02-27 13:21:00,2019-02-27 13:27:00,70686,364,1099.0,Forbes Ave & S Craig St,1041.0,Fifth Ave & S Bouquet St,Subscriber
2449,64910390,2019-02-27 13:24:00,2019-02-27 13:43:00,70113,1129,1066.0,N Homewood Ave & Finance St (Homewood Station),49271.0,S Craig St & 5th Ave,Subscriber
2450,64910840,2019-02-27 13:38:00,2019-02-27 13:51:00,70650,795,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),1061.0,33rd St and Penn Ave,Subscriber
2451,64910843,2019-02-27 13:38:00,2019-02-27 13:42:00,70598,203,1025.0,Penn Ave & N Fairmount St,1026.0,Penn Ave & S Whitfield St,Customer
2452,64910848,2019-02-27 13:39:00,2019-02-27 13:56:00,70280,1024,1054.0,Smithfield St & Fourth Ave,49951.0,Butler St & 36th St,Subscriber
2453,64911117,2019-02-27 13:47:00,2019-02-27 13:54:00,70686,410,1041.0,Fifth Ave & S Bouquet St,49271.0,S Craig St & 5th Ave,Subscriber
2454,64911127,2019-02-27 13:48:00,2019-02-27 13:55:00,70264,453,49431.0,Penn Ave & Negley Ave,1063.0,Penn Ave & N Atlantic Ave,Customer
2455,64911154,2019-02-27 13:49:00,2019-02-27 13:50:00,70226,48,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
2457,64911299,2019-02-27 13:54:00,2019-02-27 13:59:00,70194,286,49691.0,Liberty Ave & 6th St,1013.0,Isabella St & Federal St (PNC Park),Subscriber
2459,64911365,2019-02-27 13:57:00,2019-02-27 13:57:00,70597,49,49301.0,Centre Ave & N Craig St,49301.0,Centre Ave & N Craig St,Customer
2460,64911377,2019-02-27 13:57:00,2019-02-27 17:47:00,70637,13780,1062.0,S Winebiddle St & Penn Ave,1062.0,S Winebiddle St & Penn Ave,Customer
2461,64911560,2019-02-27 14:05:00,2019-02-27 14:31:00,70223,1558,1014.0,Ridge Ave & Brighton Rd (CCAC),1018.0,Butler St & Stanton Ave,Subscriber
2462,64911725,2019-02-27 14:10:00,2019-02-27 14:17:00,70510,380,49301.0,Centre Ave & N Craig St,1099.0,Forbes Ave & S Craig St,Subscriber
2463,64911847,2019-02-27 14:15:00,2019-02-27 14:20:00,70599,340,1059.0,Burns White Center at 3 Crossings,1017.0,21st St & Penn Ave,Customer
2464,64911999,2019-02-27 14:22:00,2019-02-27 14:31:00,70538,544,1002.0,Third Ave & Wood St,1000.0,Liberty Ave & Stanwix St,Subscriber
2465,64912017,2019-02-27 14:22:00,2019-02-27 14:28:00,70599,304,1017.0,21st St & Penn Ave,1059.0,Burns White Center at 3 Crossings,Customer
2466,64912095,2019-02-27 14:26:00,2019-02-27 14:39:00,70577,833,1088.0,Frazier St & Dawson St,1045.0,S 27th St & Sidney St. (Southside Works),Customer
2467,64912219,2019-02-27 14:31:00,2019-02-27 14:41:00,70620,584,1000.0,Liberty Ave & Stanwix St,1002.0,Third Ave & Wood St,Subscriber
2469,64912296,2019-02-27 14:34:00,2019-02-27 14:37:00,70580,157,1070.0,Hobart St & Wightman St,1070.0,Hobart St & Wightman St,Subscriber
2470,64912403,2019-02-27 14:39:00,2019-02-27 17:30:00,70650,10203,1061.0,33rd St and Penn Ave,1061.0,33rd St and Penn Ave,Customer
2471,64912494,2019-02-27 14:44:00,2019-02-27 14:55:00,70553,626,49261.0,Wightman St & Forbes Ave,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
2472,64912526,2019-02-27 14:46:00,2019-02-27 15:01:00,70187,878,49771.0,Fifth Ave & Jumonville St,1001.0,Forbes Ave & Market Square,Subscriber
2473,64912530,2019-02-27 14:46:00,2019-02-27 14:52:00,70264,326,1063.0,Penn Ave & N Atlantic Ave,49431.0,Penn Ave & Negley Ave,Customer
2474,64912556,2019-02-27 14:47:00,2019-02-27 15:02:00,70620,852,1002.0,Third Ave & Wood St,1002.0,Third Ave & Wood St,Subscriber
2476,64912722,2019-02-27 14:55:00,2019-03-02 11:32:00,70641,247046,49611.0,24th St & Smallman St,1017.0,21st St & Penn Ave,Customer
2477,64912740,2019-02-27 14:56:00,2019-02-27 15:06:00,70382,622,1005.0,Forbes Ave & Grant St,1015.0,Federal St & E North Ave,Subscriber
2478,64912850,2019-02-27 15:02:00,2019-03-02 17:11:00,70327,266907,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Customer
