,trip_id,start_time,stop_time,bike_id,trip_dur,from_station_id,from_station_name,to_station_id,to_station_name,usertype
7764,63886717,2019-01-03 08:15:00,2019-01-03 08:18:00,70103,168,49251.0,Schenley Dr & Forbes Ave,49251.0,Schenley Dr & Forbes Ave,Subscriber
7765,63886754,2019-01-03 08:17:00,2019-01-03 08:25:00,70639,462,1015.0,Federal St & E North Ave,1001.0,Forbes Ave & Market Square,Subscriber
7766,63886823,2019-01-03 08:20:00,2019-01-03 08:29:00,70103,500,49251.0,Schenley Dr & Forbes Ave,49271.0,S Craig St & 5th Ave,Subscriber
7767,63886846,2019-01-03 08:22:00,2019-01-03 08:34:00,70625,710,49301.0,Centre Ave & N Craig St,1041.0,Fifth Ave & S Bouquet St,Customer
7768,63887027,2019-01-03 08:34:00,2019-01-03 08:43:00,70084,533,1027.0,Shady Ave & Ellsworth Ave,1023.0,Liberty Ave & Baum Blvd,Subscriber
7769,63887083,2019-01-03 08:38:00,2019-01-03 08:46:00,70255,490,1011.0,Fort Duquesne Blvd & 7th St,1059.0,Burns White Center at 3 Crossings,Subscriber
7770,63887128,2019-01-03 08:41:00,2019-01-03 08:48:00,70508,395,1024.0,S Negley Ave & Baum Blvd,1029.0,Alder St & S Highland Ave,Subscriber
7771,63887139,2019-01-03 08:42:00,2019-01-03 10:24:00,70565,6143,1017.0,21st St & Penn Ave,1001.0,Forbes Ave & Market Square,Subscriber
7772,63887196,2019-01-03 08:46:00,2019-01-03 09:03:00,70682,1066,49431.0,Penn Ave & Negley Ave,1028.0,Penn Ave & Putnam St (Bakery Square),Subscriber
7773,63887233,2019-01-03 08:49:00,2019-01-03 08:50:00,70131,65,1003.0,First Ave & Smithfield St,1003.0,First Ave & Smithfield St,Subscriber
7774,63887243,2019-01-03 08:50:00,2019-01-03 09:01:00,70649,652,1034.0,Ellsworth Ave & N Neville St,1037.0,Frew St & Schenley Dr,Subscriber
7775,63887315,2019-01-03 08:54:00,2019-01-03 09:02:00,70687,446,1011.0,Fort Duquesne Blvd & 7th St,49611.0,24th St & Smallman St,Subscriber
7776,63887360,2019-01-03 08:58:00,2019-01-03 09:11:00,70582,822,1020.0,42nd & Penn Ave.,1059.0,Burns White Center at 3 Crossings,Subscriber
7777,63887855,2019-01-03 09:30:00,2019-01-03 09:36:00,70532,344,1008.0,Centre Ave & PPG Paints Arena,1001.0,Forbes Ave & Market Square,Subscriber
7779,63888160,2019-01-03 09:50:00,2019-01-03 09:58:00,70175,501,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),1017.0,21st St & Penn Ave,Subscriber
7780,63888324,2019-01-03 10:02:00,2019-01-03 10:08:00,70290,362,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Subscriber
7782,63888535,2019-01-03 10:13:00,2019-01-03 10:21:00,70604,492,1016.0,17th St & Penn Ave,49661.0,Seventh Ave & Liberty Ave,Subscriber
7783,63888827,2019-01-03 10:32:00,2019-01-03 10:40:00,70016,471,1020.0,42nd & Penn Ave.,1019.0,42nd St & Butler St,Subscriber
7784,63888855,2019-01-03 10:34:00,2019-01-03 10:48:00,70508,840,1029.0,Alder St & S Highland Ave,49271.0,S Craig St & 5th Ave,Subscriber
7785,63889007,2019-01-03 10:43:00,2019-01-03 10:48:00,70327,311,49581.0,Liberty Ave & 37th St,49601.0,Smallman St & 31st St,Customer
7786,63889092,2019-01-03 10:47:00,2019-01-03 11:16:00,70682,1757,1028.0,Penn Ave & Putnam St (Bakery Square),49431.0,Penn Ave & Negley Ave,Subscriber
7787,63889190,2019-01-03 10:53:00,2019-01-03 11:07:00,70147,820,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
7788,63889482,2019-01-03 11:09:00,2019-01-03 11:20:00,70574,647,49641.0,11th St & Penn Ave,1017.0,21st St & Penn Ave,Customer
7790,63889638,2019-01-03 11:19:00,2019-01-03 11:38:00,70465,1111,49441.0,Roup Ave & Friendship Ave,1093.0,S Bouquet Ave & Sennott St,Subscriber
7793,63890095,2019-01-03 11:42:00,2019-01-03 11:51:00,70574,513,1017.0,21st St & Penn Ave,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
7794,63890181,2019-01-03 11:46:00,2019-01-03 11:55:00,70131,494,1003.0,First Ave & Smithfield St,49711.0,First Ave & Stanwix St,Subscriber
7795,63890226,2019-01-03 11:49:00,2019-01-03 11:50:00,70301,53,1049.0,S 12th St & E Carson St,1049.0,S 12th St & E Carson St,Customer
7796,63890685,2019-01-03 12:11:00,2019-01-03 12:18:00,70554,458,1011.0,Fort Duquesne Blvd & 7th St,1054.0,Smithfield St & Fourth Ave,Subscriber
7797,63890783,2019-01-03 12:15:00,2019-01-03 12:20:00,70673,299,1049.0,S 12th St & E Carson St,1048.0,S 18th St & Sidney St,Subscriber
7798,63890831,2019-01-03 12:18:00,2019-01-03 12:22:00,70117,272,1047.0,S 22nd St & E Carson St,1046.0,S 25th St & E Carson St,Subscriber
7799,63891141,2019-01-03 12:34:00,2019-01-03 12:46:00,70036,718,1009.0,12th St & Penn Ave,1001.0,Forbes Ave & Market Square,Customer
7800,63891276,2019-01-03 12:41:00,2019-01-03 13:12:00,70509,1856,1088.0,Frazier St & Dawson St,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
7801,63891394,2019-01-03 12:47:00,2019-01-03 12:52:00,70404,295,1038.0,Boulevard of the Allies & Parkview Ave,1091.0,Semple St & Louisa St,Subscriber
7802,63891485,2019-01-03 12:51:00,2019-01-03 12:57:00,70554,332,1054.0,Smithfield St & Fourth Ave,1009.0,12th St & Penn Ave,Subscriber
7803,63891704,2019-01-03 13:02:00,2019-01-04 09:42:00,70012,74353,1048.0,S 18th St & Sidney St,1049.0,S 12th St & E Carson St,Subscriber
7804,63891920,2019-01-03 13:15:00,2019-01-04 11:09:00,70387,78804,1031.0,Maryland Ave & Ellsworth Ave,1031.0,Maryland Ave & Ellsworth Ave,Subscriber
7805,63891932,2019-01-03 13:16:00,2019-01-03 13:24:00,70517,467,1016.0,17th St & Penn Ave,49691.0,Liberty Ave & 6th St,Subscriber
7806,63892064,2019-01-03 13:26:00,2019-01-03 13:34:00,70582,489,1059.0,Burns White Center at 3 Crossings,1009.0,12th St & Penn Ave,Subscriber
7807,63892317,2019-01-03 13:41:00,2019-01-03 13:53:00,70001,736,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
7808,63892437,2019-01-03 13:52:00,2019-01-03 13:58:00,70582,379,1009.0,12th St & Penn Ave,1017.0,21st St & Penn Ave,Subscriber
7809,63892481,2019-01-03 13:56:00,2019-01-03 14:07:00,70590,665,1017.0,21st St & Penn Ave,1011.0,Fort Duquesne Blvd & 7th St,Customer
7810,63892520,2019-01-03 13:58:00,2019-01-03 14:07:00,70234,503,1046.0,S 25th St & E Carson St,1048.0,S 18th St & Sidney St,Subscriber
7811,63892625,2019-01-03 14:05:00,2019-01-03 14:09:00,70582,260,1017.0,21st St & Penn Ave,1059.0,Burns White Center at 3 Crossings,Subscriber
7812,63892758,2019-01-03 14:14:00,2019-01-03 14:21:00,70559,463,1013.0,Isabella St & Federal St (PNC Park),1015.0,Federal St & E North Ave,Customer
7813,63892900,2019-01-03 14:26:00,2019-01-03 14:39:00,70574,811,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),1061.0,33rd St and Penn Ave,Subscriber
7814,63892929,2019-01-03 14:28:00,2019-01-03 14:28:00,70555,6,1001.0,Forbes Ave & Market Square,1001.0,Forbes Ave & Market Square,Customer
7815,63892989,2019-01-03 14:33:00,2019-01-03 14:33:00,70624,6,1001.0,Forbes Ave & Market Square,1011.0,Fort Duquesne Blvd & 7th St,Customer
7816,63893188,2019-01-03 14:49:00,2019-01-03 14:56:00,70583,418,1015.0,Federal St & E North Ave,49691.0,Liberty Ave & 6th St,Subscriber
7817,63893207,2019-01-03 14:52:00,2019-01-03 14:59:00,70546,440,1004.0,First Ave & B St (T Station),1004.0,First Ave & B St (T Station),Subscriber
7819,63893746,2019-01-03 15:49:00,2019-01-03 16:04:00,70225,921,49491.0,Liberty Ave & Fisk St,1009.0,12th St & Penn Ave,Subscriber
7822,63893859,2019-01-03 16:03:00,2019-01-03 16:12:00,70546,520,1004.0,First Ave & B St (T Station),1048.0,S 18th St & Sidney St,Subscriber
7823,63893879,2019-01-03 16:06:00,2019-01-03 16:17:00,70192,675,1033.0,Ivy St & Walnut St   ,1022.0,Liberty Ave & S Millvale Ave (West Penn Hospital),Subscriber
7824,63893925,2019-01-03 16:11:00,2019-01-03 16:22:00,70277,612,49671.0,9th St & Penn Ave,49611.0,24th St & Smallman St,Subscriber
7825,63893942,2019-01-03 16:15:00,2019-01-03 16:31:00,70264,992,1009.0,12th St & Penn Ave,1061.0,33rd St and Penn Ave,Customer
7826,63893947,2019-01-03 16:15:00,2019-01-03 16:21:00,70381,367,1062.0,S Winebiddle St & Penn Ave,1026.0,Penn Ave & S Whitfield St,Subscriber
7827,63893970,2019-01-03 16:20:00,2019-01-03 16:26:00,70494,346,1020.0,42nd & Penn Ave.,1060.0,Penn Ave and 29th St,Subscriber
7828,63893974,2019-01-03 16:21:00,2019-01-03 16:41:00,70038,1176,1001.0,Forbes Ave & Market Square,1045.0,S 27th St & Sidney St. (Southside Works),Subscriber
7829,63893991,2019-01-03 16:24:00,2019-01-04 10:19:00,70328,64494,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Subscriber
7830,63894008,2019-01-03 16:26:00,2019-01-03 16:34:00,70299,517,49771.0,Fifth Ave & Jumonville St,1046.0,S 25th St & E Carson St,Subscriber
7831,63894028,2019-01-03 16:30:00,2019-01-03 16:39:00,70321,574,49731.0,Ross St & Fourth Ave,1049.0,S 12th St & E Carson St,Subscriber
7832,63894053,2019-01-03 16:34:00,2019-01-03 16:44:00,70611,583,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),1001.0,Forbes Ave & Market Square,Subscriber
7834,63894083,2019-01-03 16:37:00,2019-01-03 16:58:00,70057,1242,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),1045.0,S 27th St & Sidney St. (Southside Works),Subscriber
7835,63894176,2019-01-03 16:52:00,2019-01-03 17:16:00,70214,1447,1005.0,Forbes Ave & Grant St,1019.0,42nd St & Butler St,Subscriber
7836,63894256,2019-01-03 17:04:00,2019-01-03 17:14:00,70679,583,1026.0,Penn Ave & S Whitfield St,1033.0,Ivy St & Walnut St   ,Subscriber
7837,63894285,2019-01-03 17:09:00,2019-01-03 17:09:00,70555,40,6666.0,Missing,1009.0,12th St & Penn Ave,Subscriber
7838,63894292,2019-01-03 17:09:00,2019-01-03 17:18:00,70554,498,1009.0,12th St & Penn Ave,1000.0,Liberty Ave & Stanwix St,Subscriber
7839,63894300,2019-01-03 17:10:00,2019-01-03 17:16:00,70643,323,1013.0,Isabella St & Federal St (PNC Park),1001.0,Forbes Ave & Market Square,Subscriber
7840,63894345,2019-01-03 17:17:00,2019-01-03 17:46:00,70675,1716,1020.0,42nd & Penn Ave.,1049.0,S 12th St & E Carson St,Subscriber
7842,63894469,2019-01-03 17:33:00,2019-01-03 17:41:00,70255,500,1059.0,Burns White Center at 3 Crossings,1011.0,Fort Duquesne Blvd & 7th St,Subscriber
7843,63894677,2019-01-03 18:08:00,2019-01-03 18:30:00,70644,1360,1035.0,Fifth Ave & S Dithridge St,1059.0,Burns White Center at 3 Crossings,Subscriber
7844,63894687,2019-01-03 18:10:00,2019-01-03 18:19:00,70611,565,1001.0,Forbes Ave & Market Square,1015.0,Federal St & E North Ave,Subscriber
7845,63894728,2019-01-03 18:15:00,2019-01-03 19:52:00,70058,5763,1026.0,Penn Ave & S Whitfield St,1026.0,Penn Ave & S Whitfield St,Customer
7847,63894817,2019-01-03 18:36:00,2019-01-03 18:40:00,70391,231,49731.0,Ross St & Fourth Ave,1001.0,Forbes Ave & Market Square,Subscriber
7848,63894832,2019-01-03 18:39:00,2019-01-03 19:16:00,70161,2238,1008.0,Centre Ave & PPG Paints Arena,1061.0,33rd St and Penn Ave,Customer
7849,63894908,2019-01-03 18:55:00,2019-01-03 19:02:00,70577,427,1054.0,Smithfield St & Fourth Ave,1049.0,S 12th St & E Carson St,Subscriber
7850,63894942,2019-01-03 19:04:00,2019-01-03 19:15:00,70679,684,1033.0,Ivy St & Walnut St   ,1028.0,Penn Ave & Putnam St (Bakery Square),Subscriber
7851,63894945,2019-01-03 19:05:00,2019-01-03 19:19:00,70391,842,1001.0,Forbes Ave & Market Square,1017.0,21st St & Penn Ave,Subscriber
7852,63894965,2019-01-03 19:08:00,2019-01-03 19:28:00,70480,1171,1002.0,Third Ave & Wood St,1046.0,S 25th St & E Carson St,Subscriber
7853,63895219,2019-01-03 20:47:00,2019-01-03 20:54:00,70679,418,1028.0,Penn Ave & Putnam St (Bakery Square),1032.0,Walnut St & College St,Subscriber
7854,63895302,2019-01-03 21:42:00,2019-01-03 22:05:00,70161,1414,1061.0,33rd St and Penn Ave,1008.0,Centre Ave & PPG Paints Arena,Customer
7855,63895372,2019-01-03 22:32:00,2019-01-03 22:40:00,70465,481,1093.0,S Bouquet Ave & Sennott St,1038.0,Boulevard of the Allies & Parkview Ave,Customer
7856,63895384,2019-01-03 22:41:00,2019-01-03 22:45:00,70509,258,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),1000.0,Liberty Ave & Stanwix St,Subscriber
7857,63895411,2019-01-03 23:04:00,2019-01-03 23:10:00,70186,399,1009.0,12th St & Penn Ave,1000.0,Liberty Ave & Stanwix St,Subscriber
7858,63895418,2019-01-03 23:08:00,2019-01-03 23:16:00,70517,449,49691.0,Liberty Ave & 6th St,1015.0,Federal St & E North Ave,Subscriber
7859,63895420,2019-01-03 23:10:00,2019-01-03 23:17:00,70118,410,1021.0,Taylor St & Liberty Ave,1018.0,Butler St & Stanton Ave,Subscriber
7861,63898672,2019-01-04 05:31:00,2019-01-04 05:50:00,70424,1160,49441.0,Roup Ave & Friendship Ave,1001.0,Forbes Ave & Market Square,Subscriber
7862,63899676,2019-01-04 06:50:00,2019-01-04 07:02:00,70687,686,49611.0,24th St & Smallman St,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
7864,63900433,2019-01-04 07:36:00,2019-01-04 07:51:00,70631,901,1048.0,S 18th St & Sidney St,1001.0,Forbes Ave & Market Square,Subscriber
7866,63900839,2019-01-04 08:02:00,2019-01-04 08:38:00,70682,2165,49431.0,Penn Ave & Negley Ave,1028.0,Penn Ave & Putnam St (Bakery Square),Subscriber
7867,63900898,2019-01-04 08:06:00,2019-01-04 08:15:00,70036,526,49261.0,Wightman St & Forbes Ave,49271.0,S Craig St & 5th Ave,Subscriber
7868,63900964,2019-01-04 08:10:00,2019-01-04 08:16:00,70643,403,1001.0,Forbes Ave & Market Square,1009.0,12th St & Penn Ave,Subscriber
7870,63901026,2019-01-04 08:13:00,2019-01-04 08:25:00,70611,689,1015.0,Federal St & E North Ave,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
7871,63901094,2019-01-04 08:18:00,2019-01-04 08:40:00,70016,1326,1019.0,42nd St & Butler St,1054.0,Smithfield St & Fourth Ave,Subscriber
7872,63901100,2019-01-04 08:18:00,2019-01-04 08:42:00,70541,1488,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
7873,63901144,2019-01-04 08:20:00,2019-01-04 08:28:00,70559,438,1015.0,Federal St & E North Ave,1001.0,Forbes Ave & Market Square,Subscriber
7874,63901181,2019-01-04 08:23:00,2019-01-04 08:39:00,70499,1003,1021.0,Taylor St & Liberty Ave,1064.0,Frankstown Ave & E Liberty Blvd,Subscriber
7875,63901220,2019-01-04 08:25:00,2019-01-04 08:55:00,70095,1809,1004.0,First Ave & B St (T Station),1099.0,Forbes Ave & S Craig St,Subscriber
7876,63901230,2019-01-04 08:26:00,2019-01-04 08:38:00,70050,719,1060.0,Penn Ave and 29th St,1054.0,Smithfield St & Fourth Ave,Subscriber
7877,63901540,2019-01-04 08:47:00,2019-01-04 08:55:00,70192,488,1022.0,Liberty Ave & S Millvale Ave (West Penn Hospital),1019.0,42nd St & Butler St,Subscriber
7878,63901566,2019-01-04 08:48:00,2019-01-04 08:59:00,70185,660,1017.0,21st St & Penn Ave,1005.0,Forbes Ave & Grant St,Subscriber
7879,63901664,2019-01-04 08:56:00,2019-01-04 09:15:00,70501,1166,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
7880,63901699,2019-01-04 08:58:00,2019-01-04 09:09:00,70351,701,1016.0,17th St & Penn Ave,1017.0,21st St & Penn Ave,Customer
7881,63902120,2019-01-04 09:24:00,2019-01-04 09:33:00,70590,552,1011.0,Fort Duquesne Blvd & 7th St,49611.0,24th St & Smallman St,Subscriber
7882,63902203,2019-01-04 09:29:00,2019-01-04 09:38:00,70018,541,1024.0,S Negley Ave & Baum Blvd,1026.0,Penn Ave & S Whitfield St,Subscriber
7884,63902775,2019-01-04 10:07:00,2019-01-04 10:17:00,70682,586,1028.0,Penn Ave & Putnam St (Bakery Square),49431.0,Penn Ave & Negley Ave,Subscriber
7885,63902824,2019-01-04 10:11:00,2019-01-04 10:13:00,70501,132,1020.0,42nd & Penn Ave.,1019.0,42nd St & Butler St,Subscriber
7886,63902905,2019-01-04 10:16:00,2019-01-04 10:35:00,70548,1100,1064.0,Frankstown Ave & E Liberty Blvd,1021.0,Taylor St & Liberty Ave,Subscriber
7887,63902968,2019-01-04 10:20:00,2019-01-04 10:29:00,70474,572,1021.0,Taylor St & Liberty Ave,49601.0,Smallman St & 31st St,Customer
7888,63903052,2019-01-04 10:25:00,2019-01-04 10:35:00,70233,625,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Subscriber
7889,63904001,2019-01-04 11:23:00,2019-01-04 11:30:00,70689,448,1054.0,Smithfield St & Fourth Ave,1009.0,12th St & Penn Ave,Subscriber
7891,63904472,2019-01-04 11:49:00,2019-01-04 11:53:00,70555,273,1009.0,12th St & Penn Ave,1016.0,17th St & Penn Ave,Subscriber
7892,63904506,2019-01-04 11:50:00,2019-01-04 13:10:00,70339,4774,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
7893,63904989,2019-01-04 12:17:00,2019-01-04 12:19:00,70679,122,1032.0,Walnut St & College St,1033.0,Ivy St & Walnut St   ,Customer
7895,63905105,2019-01-04 12:23:00,2019-01-04 13:52:00,70525,5339,1026.0,Penn Ave & S Whitfield St,1019.0,42nd St & Butler St,Subscriber
7896,63905340,2019-01-04 12:35:00,2019-01-04 12:54:00,70290,1103,1070.0,Hobart St & Wightman St,1093.0,S Bouquet Ave & Sennott St,Subscriber
7897,63905803,2019-01-04 13:03:00,2019-01-04 13:07:00,70555,219,1016.0,17th St & Penn Ave,1009.0,12th St & Penn Ave,Subscriber
7898,63906160,2019-01-04 13:26:00,2019-01-04 13:32:00,70248,404,1060.0,Penn Ave and 29th St,1016.0,17th St & Penn Ave,Customer
7899,63906236,2019-01-04 13:31:00,2019-01-04 13:46:00,70617,911,1091.0,Semple St & Louisa St,1091.0,Semple St & Louisa St,Customer
7900,63906264,2019-01-04 13:32:00,2019-01-04 13:57:00,70345,1531,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
7901,63906286,2019-01-04 13:33:00,2019-01-04 13:40:00,70561,361,1095.0,Schenley Dr & Forbes Ave (Schenley Plaza),1037.0,Frew St & Schenley Dr,Customer
7902,63906679,2019-01-04 14:03:00,2019-01-04 14:40:00,70095,2212,1099.0,Forbes Ave & S Craig St,1099.0,Forbes Ave & S Craig St,Customer
7903,63906683,2019-01-04 14:03:00,2019-01-04 14:41:00,70365,2233,1099.0,Forbes Ave & S Craig St,1099.0,Forbes Ave & S Craig St,Customer
7904,63906890,2019-01-04 14:21:00,2019-01-04 14:27:00,70248,320,1016.0,17th St & Penn Ave,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
7908,63907459,2019-01-04 15:13:00,2019-01-04 15:21:00,70590,474,49611.0,24th St & Smallman St,1011.0,Fort Duquesne Blvd & 7th St,Subscriber
7909,63907485,2019-01-04 15:16:00,2019-01-04 15:26:00,70250,633,1011.0,Fort Duquesne Blvd & 7th St,1016.0,17th St & Penn Ave,Customer
7910,63907547,2019-01-04 15:22:00,2019-01-04 15:25:00,70676,204,1025.0,Penn Ave & N Fairmount St,1025.0,Penn Ave & N Fairmount St,Subscriber
7911,63907564,2019-01-04 15:23:00,2019-01-04 16:58:00,70361,5684,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
7912,63907591,2019-01-04 15:26:00,2019-01-04 15:38:00,70085,727,1025.0,Penn Ave & N Fairmount St,49301.0,Centre Ave & N Craig St,Subscriber
7914,63907665,2019-01-04 15:35:00,2019-01-04 15:48:00,70687,785,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),49611.0,24th St & Smallman St,Subscriber
7915,63907849,2019-01-04 15:56:00,2019-01-04 16:04:00,70509,505,1000.0,Liberty Ave & Stanwix St,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
7916,63907874,2019-01-04 15:58:00,2019-01-04 16:04:00,70548,375,1021.0,Taylor St & Liberty Ave,1043.0,S Millvale Ave & Centre Ave,Subscriber
7917,63907940,2019-01-04 16:07:00,2019-01-04 16:15:00,70250,497,1016.0,17th St & Penn Ave,1011.0,Fort Duquesne Blvd & 7th St,Customer
7918,63907998,2019-01-04 16:13:00,2019-01-04 16:18:00,70622,264,1024.0,S Negley Ave & Baum Blvd,1026.0,Penn Ave & S Whitfield St,Subscriber
7919,63908009,2019-01-04 16:15:00,2019-01-04 16:15:00,70164,8,1013.0,Isabella St & Federal St (PNC Park),1017.0,21st St & Penn Ave,Customer
7920,63908057,2019-01-04 16:22:00,2019-01-04 16:38:00,70359,938,49731.0,Ross St & Fourth Ave,1046.0,S 25th St & E Carson St,Subscriber
7921,63908061,2019-01-04 16:23:00,2019-01-04 16:33:00,70688,654,1011.0,Fort Duquesne Blvd & 7th St,49611.0,24th St & Smallman St,Subscriber
7922,63908083,2019-01-04 16:26:00,2019-01-04 16:47:00,70504,1285,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),1004.0,First Ave & B St (T Station),Subscriber
7923,63908100,2019-01-04 16:28:00,2019-01-04 16:50:00,70548,1341,1043.0,S Millvale Ave & Centre Ave,1049.0,S 12th St & E Carson St,Subscriber
7924,63908245,2019-01-04 16:47:00,2019-01-04 16:54:00,70649,393,1037.0,Frew St & Schenley Dr,1038.0,Boulevard of the Allies & Parkview Ave,Subscriber
7925,63908251,2019-01-04 16:48:00,2019-01-04 16:59:00,70537,657,1047.0,S 22nd St & E Carson St,1049.0,S 12th St & E Carson St,Subscriber
7926,63908264,2019-01-04 16:51:00,2019-01-04 17:04:00,70372,803,1005.0,Forbes Ave & Grant St,1015.0,Federal St & E North Ave,Subscriber
7927,63908270,2019-01-04 16:52:00,2019-01-04 16:59:00,70056,412,1013.0,Isabella St & Federal St (PNC Park),1001.0,Forbes Ave & Market Square,Subscriber
7928,63908295,2019-01-04 16:57:00,2019-01-04 17:14:00,70677,1039,1020.0,42nd & Penn Ave.,1000.0,Liberty Ave & Stanwix St,Subscriber
7929,63908307,2019-01-04 16:59:00,2019-01-04 17:10:00,70224,688,1026.0,Penn Ave & S Whitfield St,1033.0,Ivy St & Walnut St   ,Subscriber
7930,63908322,2019-01-04 17:01:00,2019-01-04 17:24:00,70204,1414,1005.0,Forbes Ave & Grant St,1019.0,42nd St & Butler St,Subscriber
7931,63908325,2019-01-04 17:01:00,2019-01-04 17:10:00,70485,512,1005.0,Forbes Ave & Grant St,1049.0,S 12th St & E Carson St,Subscriber
7932,63908415,2019-01-04 17:12:00,2019-01-04 17:25:00,70632,784,49651.0,Grant St & Strawberry Way,49601.0,Smallman St & 31st St,Subscriber
7934,63908498,2019-01-04 17:26:00,2019-01-04 17:37:00,70631,655,1001.0,Forbes Ave & Market Square,1017.0,21st St & Penn Ave,Subscriber
7936,63908527,2019-01-04 17:29:00,2019-01-04 17:32:00,70679,161,1033.0,Ivy St & Walnut St   ,1032.0,Walnut St & College St,Customer
7937,63908534,2019-01-04 17:30:00,2019-01-04 17:46:00,70554,962,1000.0,Liberty Ave & Stanwix St,1048.0,S 18th St & Sidney St,Subscriber
7938,63908587,2019-01-04 17:38:00,2019-01-04 17:52:00,70050,873,1054.0,Smithfield St & Fourth Ave,1015.0,Federal St & E North Ave,Subscriber
7939,63908593,2019-01-04 17:38:00,2019-01-04 17:42:00,70121,211,49671.0,9th St & Penn Ave,49641.0,11th St & Penn Ave,Subscriber
7940,63908740,2019-01-04 18:03:00,2019-01-04 18:11:00,70570,484,1040.0,O'Hara St and University Place (Soldiers and Sailors Memorial),1043.0,S Millvale Ave & Centre Ave,Subscriber
7941,63908804,2019-01-04 18:12:00,2019-01-04 18:21:00,70679,509,1032.0,Walnut St & College St,1028.0,Penn Ave & Putnam St (Bakery Square),Subscriber
7943,63909032,2019-01-04 18:58:00,2019-01-04 19:05:00,70649,407,1038.0,Boulevard of the Allies & Parkview Ave,1037.0,Frew St & Schenley Dr,Subscriber
7944,63909060,2019-01-04 19:04:00,2019-01-04 19:08:00,70560,240,1013.0,Isabella St & Federal St (PNC Park),49691.0,Liberty Ave & 6th St,Subscriber
7945,63909068,2019-01-04 19:07:00,2019-01-04 19:17:00,70446,596,1015.0,Federal St & E North Ave,1056.0,Wood St & Sixth Ave,Subscriber
7946,63909140,2019-01-04 19:22:00,2019-01-04 19:30:00,70595,489,1054.0,Smithfield St & Fourth Ave,1049.0,S 12th St & E Carson St,Subscriber
7947,63909146,2019-01-04 19:23:00,2019-01-04 19:29:00,70684,372,1004.0,First Ave & B St (T Station),1049.0,S 12th St & E Carson St,Customer
7948,63909236,2019-01-04 19:44:00,2019-01-04 19:54:00,70416,629,1023.0,Liberty Ave & Baum Blvd,1062.0,S Winebiddle St & Penn Ave,Customer
7949,63909252,2019-01-04 19:47:00,2019-01-04 19:54:00,70679,458,1028.0,Penn Ave & Putnam St (Bakery Square),1032.0,Walnut St & College St,Subscriber
7950,63909269,2019-01-04 19:52:00,2019-01-04 19:53:00,70224,52,1033.0,Ivy St & Walnut St   ,1033.0,Ivy St & Walnut St   ,Subscriber
7951,63909271,2019-01-04 19:52:00,2019-01-04 20:14:00,70249,1333,1033.0,Ivy St & Walnut St   ,1062.0,S Winebiddle St & Penn Ave,Customer
7952,63909272,2019-01-04 19:52:00,2019-01-04 20:12:00,70130,1225,1033.0,Ivy St & Walnut St   ,1062.0,S Winebiddle St & Penn Ave,Subscriber
7953,63909283,2019-01-04 19:55:00,2019-01-04 20:13:00,70224,1062,1033.0,Ivy St & Walnut St   ,1062.0,S Winebiddle St & Penn Ave,Customer
7954,63909376,2019-01-04 20:21:00,2019-01-04 20:28:00,70228,421,1048.0,S 18th St & Sidney St,1046.0,S 25th St & E Carson St,Subscriber
7955,63909415,2019-01-04 20:39:00,2019-01-04 20:46:00,70333,427,1039.0,Atwood St & Bates St,1088.0,Frazier St & Dawson St,Customer
7956,63909441,2019-01-04 20:49:00,2019-01-04 20:52:00,70345,218,1061.0,33rd St and Penn Ave,49951.0,Butler St & 36th St,Subscriber
7957,63909589,2019-01-04 21:32:00,2019-01-04 21:39:00,70228,404,1046.0,S 25th St & E Carson St,1048.0,S 18th St & Sidney St,Subscriber
7958,63909659,2019-01-04 22:01:00,2019-01-04 22:05:00,70350,257,1098.0,S Bellefield Ave & Filmore St,49271.0,S Craig St & 5th Ave,Customer
7959,63909665,2019-01-04 22:05:00,2019-01-04 22:32:00,70036,1612,49271.0,S Craig St & 5th Ave,1004.0,First Ave & B St (T Station),Customer
